outcome,previous_outcome,day,time,month,wind_speed,weather,location,capacity,stadium_state,injury,match_type,opponent_strength
tie,loss,monday,evening,november,high,snowy,home,medium,dry,yes,competitive,strong
tie,loss,saturday,morning,september,low,sunny,home,medium,dry,no,friendly,average
tie,tie,thursday,evening,october,no_wind,cloudy,home,medium,dry,yes,competitive,strong
win,win,wednesday,evening,september,low,sunny,away,large,wet,no,competitive,weak
tie,tie,friday,evening,october,no_wind,sunny,home,medium,dry,yes,competitive,strong
win,win,thursday,evening,september,low,rainy,away,medium,wet,no,friendly,average
tie,win,saturday,morning,august,high,cloudy,away,medium,dry,yes,friendly,weak
tie,tie,sunday,afternoon,november,no_wind,sunny,away,large,dry,yes,friendly,average
win,loss,monday,evening,july,no_wind,cloudy,home,medium,dry,no,friendly,weak
win,win,friday,evening,january,high,cloudy,home,medium,dry,no,friendly,average
win,win,tuesday,evening,october,no_wind,cloudy,away,small,dry,yes,friendly,weak
win,win,tuesday,evening,march,no_wind,cloudy,home,medium,dry,no,friendly,weak
tie,tie,sunday,morning,september,high,rainy,away,small,wet,no,competitive,strong
tie,tie,monday,evening,september,low,sunny,home,medium,dry,no,friendly,strong
win,tie,monday,evening,may,no_wind,sunny,away,small,wet,yes,competitive,average
tie,win,tuesday,evening,june,low,sunny,away,large,dry,yes,friendly,average
tie,loss,saturday,morning,november,low,sunny,home,medium,dry,yes,competitive,strong
tie,tie,friday,evening,october,high,cloudy,home,medium,dry,no,competitive,strong
tie,loss,tuesday,evening,may,high,cloudy,home,medium,dry,yes,friendly,average
win,loss,wednesday,evening,december,low,snowy,home,medium,dry,yes,competitive,average
win,win,monday,evening,october,no_wind,sunny,away,small,wet,no,competitive,weak
win,win,sunday,afternoon,september,no_wind,sunny,away,elite,dry,yes,competitive,weak
tie,loss,sunday,afternoon,june,high,cloudy,away,large,dry,no,friendly,strong
tie,loss,friday,evening,may,low,cloudy,away,medium,wet,no,friendly,average
win,loss,friday,evening,december,high,sunny,away,large,dry,yes,friendly,average
win,win,sunday,morning,may,no_wind,sunny,home,medium,dry,no,friendly,weak
tie,loss,tuesday,evening,march,low,rainy,away,medium,wet,yes,friendly,average
tie,loss,sunday,evening,january,high,sunny,home,medium,dry,yes,friendly,average
win,win,sunday,afternoon,july,low,sunny,home,medium,dry,yes,friendly,weak
win,win,wednesday,evening,july,low,sunny,home,medium,dry,yes,competitive,average
tie,tie,thursday,evening,february,no_wind,cloudy,away,small,dry,yes,friendly,strong
tie,tie,monday,evening,june,low,sunny,away,large,dry,no,friendly,strong
tie,win,wednesday,evening,november,high,cloudy,home,medium,dry,no,competitive,strong
win,win,monday,evening,april,no_wind,rainy,home,medium,dry,yes,friendly,weak
tie,tie,thursday,evening,september,high,sunny,home,medium,dry,no,friendly,strong
tie,tie,tuesday,evening,october,no_wind,sunny,away,large,wet,no,friendly,strong
win,tie,thursday,evening,november,low,sunny,away,large,dry,no,friendly,weak
win,win,wednesday,evening,november,high,rainy,away,elite,wet,yes,friendly,weak
tie,tie,sunday,afternoon,august,no_wind,sunny,away,small,dry,yes,competitive,strong
win,tie,friday,evening,september,high,sunny,away,small,dry,no,competitive,average
tie,win,tuesday,evening,september,low,cloudy,away,small,dry,no,competitive,average
tie,tie,sunday,evening,march,no_wind,cloudy,home,medium,dry,yes,friendly,strong
tie,tie,sunday,evening,january,no_wind,sunny,away,elite,wet,no,competitive,strong
tie,tie,thursday,evening,february,high,cloudy,home,medium,dry,yes,friendly,strong
loss,tie,friday,evening,july,low,cloudy,home,medium,dry,yes,friendly,average
tie,tie,friday,evening,april,low,cloudy,home,medium,dry,no,friendly,strong
loss,tie,sunday,afternoon,october,low,sunny,away,medium,dry,yes,friendly,average
win,tie,tuesday,evening,august,high,cloudy,home,medium,dry,no,friendly,average
tie,tie,saturday,morning,may,high,cloudy,home,medium,dry,yes,competitive,strong
tie,loss,monday,evening,july,high,rainy,away,medium,wet,yes,friendly,average
tie,win,monday,evening,march,low,sunny,home,medium,dry,yes,competitive,weak
win,tie,thursday,evening,april,no_wind,cloudy,home,medium,dry,no,competitive,weak
win,win,wednesday,evening,december,high,snowy,home,medium,dry,yes,competitive,weak
loss,loss,monday,evening,november,no_wind,snowy,away,large,wet,no,competitive,weak
win,win,friday,evening,september,low,cloudy,home,medium,dry,no,competitive,weak
win,win,monday,evening,march,no_wind,rainy,home,medium,dry,no,friendly,average
tie,loss,thursday,evening,april,high,sunny,away,small,dry,no,friendly,average
win,win,thursday,evening,march,no_wind,sunny,away,small,dry,yes,competitive,weak
win,win,saturday,morning,march,low,cloudy,away,small,dry,yes,competitive,weak
win,loss,thursday,evening,november,high,cloudy,away,medium,dry,yes,friendly,average
win,loss,friday,evening,august,no_wind,sunny,away,medium,dry,no,competitive,average
win,tie,monday,evening,december,high,snowy,away,large,wet,no,competitive,weak
tie,win,sunday,afternoon,august,high,cloudy,home,medium,dry,yes,friendly,average
tie,tie,thursday,evening,july,high,rainy,home,medium,dry,yes,competitive,strong
tie,tie,wednesday,evening,june,no_wind,sunny,away,elite,dry,yes,friendly,strong
tie,tie,wednesday,evening,october,high,sunny,home,medium,dry,yes,friendly,strong
win,win,tuesday,evening,november,high,rainy,home,medium,dry,no,friendly,weak
loss,win,wednesday,evening,september,no_wind,rainy,away,small,wet,no,friendly,average
loss,tie,thursday,evening,july,low,sunny,home,medium,dry,yes,friendly,strong
win,loss,wednesday,evening,december,no_wind,cloudy,away,large,wet,no,friendly,average
tie,loss,monday,evening,february,no_wind,sunny,away,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,august,low,rainy,home,medium,dry,yes,competitive,strong
tie,tie,friday,evening,december,low,sunny,home,medium,dry,no,competitive,strong
tie,tie,monday,evening,march,low,cloudy,home,medium,dry,no,competitive,strong
tie,win,monday,evening,december,high,sunny,away,medium,dry,yes,friendly,weak
win,win,thursday,evening,april,low,cloudy,home,medium,dry,no,competitive,weak
tie,tie,wednesday,evening,november,low,rainy,away,small,wet,yes,friendly,strong
win,tie,friday,evening,september,low,cloudy,away,small,dry,yes,friendly,weak
tie,win,tuesday,evening,may,high,sunny,away,elite,dry,no,competitive,average
tie,tie,sunday,morning,july,high,sunny,home,medium,dry,yes,competitive,strong
win,win,sunday,afternoon,june,high,cloudy,away,small,dry,no,friendly,weak
win,win,sunday,morning,may,high,rainy,home,medium,dry,no,competitive,average
win,loss,wednesday,evening,november,high,sunny,away,elite,dry,no,competitive,weak
tie,tie,thursday,evening,january,no_wind,rainy,home,medium,dry,yes,friendly,average
win,win,thursday,evening,january,high,sunny,home,medium,dry,no,competitive,weak
tie,loss,saturday,morning,june,no_wind,sunny,home,medium,dry,yes,competitive,average
tie,tie,monday,evening,june,high,cloudy,away,small,dry,yes,competitive,strong
loss,loss,saturday,afternoon,september,low,sunny,away,large,dry,yes,friendly,average
tie,tie,friday,evening,november,no_wind,sunny,away,elite,dry,no,friendly,strong
tie,tie,saturday,afternoon,january,no_wind,sunny,home,medium,dry,no,competitive,average
win,win,sunday,morning,december,low,sunny,home,medium,dry,no,competitive,weak
tie,win,saturday,morning,september,no_wind,cloudy,away,medium,wet,no,competitive,strong
tie,tie,saturday,morning,september,no_wind,sunny,away,small,wet,yes,friendly,strong
win,win,wednesday,evening,december,low,rainy,away,medium,wet,yes,friendly,weak
win,win,tuesday,evening,december,no_wind,sunny,away,medium,dry,no,competitive,average
win,win,sunday,afternoon,july,high,rainy,away,large,wet,no,competitive,average
tie,tie,wednesday,evening,may,low,rainy,away,large,wet,yes,competitive,average
win,loss,saturday,afternoon,november,high,snowy,away,medium,wet,yes,competitive,average
tie,win,sunday,morning,september,no_wind,sunny,away,elite,dry,yes,friendly,strong
tie,tie,thursday,evening,may,no_wind,cloudy,home,medium,dry,no,friendly,average
tie,tie,tuesday,evening,april,low,sunny,away,elite,dry,yes,friendly,average
win,loss,friday,evening,april,high,cloudy,away,medium,dry,no,friendly,weak
win,win,monday,evening,november,no_wind,rainy,home,medium,dry,no,competitive,weak
tie,loss,friday,evening,may,no_wind,sunny,away,medium,dry,no,friendly,strong
tie,win,friday,evening,october,low,sunny,home,medium,dry,yes,friendly,weak
tie,tie,friday,evening,january,no_wind,snowy,away,large,wet,yes,competitive,strong
win,win,thursday,evening,april,low,cloudy,away,small,dry,no,competitive,weak
tie,tie,friday,evening,august,high,sunny,home,medium,dry,no,competitive,strong
loss,win,sunday,afternoon,march,high,sunny,away,medium,dry,no,friendly,average
tie,tie,wednesday,evening,july,high,sunny,away,medium,dry,yes,competitive,strong
win,loss,thursday,evening,august,high,cloudy,home,medium,dry,yes,friendly,average
win,win,tuesday,evening,may,no_wind,rainy,away,large,wet,no,competitive,weak
tie,win,sunday,morning,march,low,cloudy,away,small,dry,yes,competitive,average
win,win,sunday,afternoon,december,low,sunny,away,medium,dry,yes,competitive,weak
win,win,thursday,evening,october,no_wind,cloudy,away,large,dry,no,competitive,weak
win,win,wednesday,evening,september,high,sunny,home,medium,dry,no,competitive,weak
tie,win,tuesday,evening,february,no_wind,cloudy,away,large,dry,yes,friendly,weak
tie,tie,friday,evening,august,high,sunny,home,medium,dry,no,competitive,strong
win,tie,saturday,afternoon,march,high,rainy,away,medium,wet,no,competitive,average
tie,tie,saturday,evening,october,high,cloudy,home,medium,dry,no,competitive,average
win,win,sunday,evening,january,low,sunny,away,large,dry,no,competitive,weak
tie,tie,thursday,evening,september,no_wind,sunny,away,small,dry,no,competitive,strong
win,loss,monday,evening,february,no_wind,sunny,away,medium,wet,yes,competitive,average
tie,win,thursday,evening,june,low,rainy,away,small,wet,yes,competitive,weak
win,loss,saturday,evening,january,low,cloudy,home,medium,dry,yes,friendly,weak
tie,tie,monday,evening,may,low,sunny,home,medium,dry,yes,friendly,strong
tie,loss,saturday,evening,september,low,cloudy,home,medium,dry,no,competitive,average
win,win,sunday,afternoon,march,high,sunny,home,medium,dry,no,friendly,weak
tie,win,tuesday,evening,july,high,rainy,away,medium,wet,yes,friendly,weak
win,tie,thursday,evening,march,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,win,monday,evening,august,low,sunny,home,medium,dry,yes,competitive,average
tie,tie,wednesday,evening,june,low,cloudy,away,elite,wet,no,friendly,strong
tie,tie,saturday,afternoon,january,high,sunny,away,elite,dry,no,competitive,strong
win,win,thursday,evening,january,no_wind,rainy,home,medium,dry,no,friendly,weak
tie,tie,friday,evening,october,no_wind,rainy,home,medium,dry,no,competitive,strong
win,win,thursday,evening,september,high,cloudy,away,small,dry,yes,competitive,weak
tie,tie,tuesday,evening,june,no_wind,cloudy,away,large,dry,yes,competitive,strong
tie,tie,tuesday,evening,june,low,cloudy,home,medium,dry,yes,friendly,strong
tie,tie,friday,evening,april,high,sunny,away,medium,dry,no,friendly,average
tie,tie,friday,evening,february,no_wind,rainy,away,small,wet,no,friendly,strong
win,tie,tuesday,evening,august,high,sunny,away,large,wet,yes,competitive,average
tie,tie,saturday,afternoon,september,low,cloudy,away,large,dry,yes,competitive,strong
win,loss,thursday,evening,november,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,tie,saturday,morning,march,no_wind,sunny,home,medium,dry,yes,competitive,strong
tie,tie,wednesday,evening,september,no_wind,rainy,away,medium,wet,no,competitive,strong
win,tie,friday,evening,march,high,sunny,home,medium,dry,no,friendly,average
win,win,thursday,evening,february,no_wind,cloudy,away,medium,dry,yes,competitive,average
tie,win,monday,evening,may,high,cloudy,away,elite,dry,no,competitive,strong
win,win,friday,evening,march,no_wind,cloudy,home,medium,dry,yes,friendly,weak
tie,tie,thursday,evening,july,high,cloudy,away,elite,dry,yes,friendly,strong
tie,tie,saturday,afternoon,july,low,sunny,away,medium,dry,no,competitive,strong
loss,loss,friday,evening,january,high,snowy,away,large,wet,yes,friendly,average
tie,tie,tuesday,evening,august,no_wind,sunny,home,medium,dry,no,competitive,strong
win,win,tuesday,evening,january,high,sunny,away,small,dry,yes,friendly,weak
loss,tie,saturday,afternoon,march,no_wind,sunny,away,small,dry,no,competitive,strong
win,win,wednesday,evening,july,high,sunny,home,medium,dry,no,friendly,weak
win,tie,monday,evening,august,high,sunny,away,elite,dry,yes,competitive,average
win,win,sunday,afternoon,march,no_wind,sunny,away,small,dry,yes,competitive,weak
win,win,friday,evening,november,low,cloudy,away,small,dry,no,friendly,weak
win,win,tuesday,evening,august,low,cloudy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,december,high,sunny,home,medium,dry,yes,friendly,weak
tie,tie,friday,evening,june,high,cloudy,home,medium,dry,no,friendly,strong
win,loss,saturday,morning,june,low,cloudy,home,medium,dry,yes,friendly,average
win,win,thursday,evening,june,no_wind,cloudy,home,medium,dry,yes,friendly,weak
win,win,sunday,morning,march,high,sunny,home,medium,dry,yes,friendly,weak
win,win,saturday,morning,january,low,sunny,home,medium,dry,yes,friendly,average
tie,win,thursday,evening,april,no_wind,sunny,away,small,dry,yes,competitive,weak
win,win,saturday,evening,june,no_wind,cloudy,away,elite,dry,no,competitive,average
win,win,tuesday,evening,july,no_wind,cloudy,away,elite,dry,yes,friendly,weak
win,tie,monday,evening,february,high,snowy,away,medium,wet,yes,friendly,average
win,loss,wednesday,evening,december,no_wind,cloudy,home,medium,dry,yes,friendly,average
tie,loss,monday,evening,july,no_wind,cloudy,away,large,dry,yes,competitive,average
win,tie,thursday,evening,october,no_wind,cloudy,home,medium,dry,no,competitive,average
win,win,sunday,afternoon,september,low,cloudy,away,large,dry,no,friendly,weak
tie,tie,tuesday,evening,may,low,rainy,away,elite,wet,yes,competitive,average
tie,win,monday,evening,august,high,sunny,home,medium,dry,yes,friendly,weak
loss,tie,sunday,evening,december,low,snowy,away,medium,wet,yes,friendly,strong
win,tie,monday,evening,july,high,rainy,away,elite,wet,yes,friendly,average
loss,tie,tuesday,evening,february,low,cloudy,away,large,dry,no,friendly,average
tie,tie,saturday,morning,january,no_wind,sunny,home,medium,dry,no,friendly,strong
win,tie,wednesday,evening,april,high,rainy,home,medium,dry,yes,friendly,average
win,win,monday,evening,october,high,cloudy,away,large,dry,yes,friendly,weak
loss,loss,wednesday,evening,october,no_wind,sunny,away,small,dry,no,friendly,average
tie,win,friday,evening,december,no_wind,sunny,away,large,wet,yes,friendly,weak
tie,tie,thursday,evening,october,low,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,monday,evening,march,no_wind,cloudy,home,medium,dry,no,competitive,strong
tie,tie,wednesday,evening,june,high,cloudy,away,elite,dry,yes,friendly,strong
tie,loss,sunday,morning,august,no_wind,cloudy,home,medium,dry,no,friendly,average
win,loss,sunday,morning,december,no_wind,sunny,away,elite,dry,yes,friendly,average
tie,tie,wednesday,evening,march,high,cloudy,away,large,dry,yes,competitive,strong
tie,tie,saturday,afternoon,june,high,sunny,away,large,dry,no,friendly,strong
tie,loss,sunday,evening,may,no_wind,sunny,home,medium,dry,no,competitive,average
win,win,monday,evening,june,low,cloudy,home,medium,dry,yes,friendly,weak
win,win,friday,evening,march,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,win,tuesday,evening,january,low,cloudy,away,large,dry,yes,friendly,strong
tie,tie,tuesday,evening,november,high,sunny,home,medium,dry,no,competitive,strong
tie,tie,friday,evening,october,no_wind,cloudy,away,medium,dry,yes,friendly,strong
tie,loss,wednesday,evening,october,high,cloudy,home,medium,dry,yes,competitive,average
win,win,friday,evening,february,low,sunny,away,elite,dry,no,friendly,weak
tie,tie,sunday,evening,march,low,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,saturday,morning,july,no_wind,sunny,away,medium,dry,no,competitive,average
tie,tie,wednesday,evening,december,no_wind,cloudy,home,medium,dry,no,competitive,strong
win,win,tuesday,evening,march,no_wind,sunny,home,medium,dry,yes,friendly,weak
win,tie,wednesday,evening,january,high,rainy,home,medium,dry,no,friendly,average
win,win,friday,evening,april,high,cloudy,away,small,dry,no,friendly,weak
win,win,sunday,evening,february,high,sunny,away,elite,dry,no,competitive,weak
win,tie,friday,evening,june,low,sunny,home,medium,dry,no,competitive,weak
tie,tie,friday,evening,may,low,cloudy,home,medium,dry,yes,friendly,strong
win,win,monday,evening,august,no_wind,sunny,away,large,dry,no,friendly,average
win,win,thursday,evening,june,no_wind,rainy,home,medium,dry,yes,competitive,weak
win,win,sunday,morning,march,high,cloudy,away,medium,dry,yes,friendly,weak
win,win,friday,evening,march,low,cloudy,home,medium,dry,yes,friendly,weak
win,tie,monday,evening,august,no_wind,cloudy,home,medium,dry,no,friendly,weak
tie,tie,thursday,evening,july,high,sunny,home,medium,dry,no,friendly,strong
tie,loss,thursday,evening,january,no_wind,cloudy,home,medium,dry,no,friendly,strong
tie,win,friday,evening,may,high,rainy,home,medium,dry,no,competitive,strong
win,tie,tuesday,evening,november,low,snowy,home,medium,dry,yes,friendly,average
loss,win,tuesday,evening,february,low,sunny,home,medium,dry,no,friendly,average
win,win,saturday,afternoon,january,no_wind,cloudy,away,large,dry,yes,friendly,weak
tie,tie,monday,evening,november,no_wind,sunny,home,medium,dry,no,friendly,strong
tie,win,wednesday,evening,december,high,snowy,home,medium,dry,yes,competitive,weak
tie,tie,friday,evening,october,no_wind,rainy,home,medium,dry,no,friendly,strong
tie,win,thursday,evening,january,low,sunny,home,medium,dry,no,competitive,average
win,tie,monday,evening,may,high,cloudy,home,medium,dry,yes,competitive,average
loss,tie,monday,evening,june,high,sunny,away,large,dry,yes,competitive,strong
tie,win,monday,evening,april,low,sunny,away,large,dry,no,friendly,strong
win,win,tuesday,evening,february,low,cloudy,away,elite,dry,yes,competitive,weak
tie,tie,friday,evening,january,no_wind,sunny,home,medium,dry,yes,friendly,strong
tie,tie,sunday,afternoon,june,no_wind,rainy,home,medium,dry,yes,friendly,average
win,tie,friday,evening,june,high,sunny,away,elite,dry,yes,competitive,average
win,win,thursday,evening,march,no_wind,sunny,home,medium,dry,no,friendly,weak
loss,win,saturday,afternoon,october,low,sunny,home,medium,dry,yes,friendly,strong
tie,loss,sunday,evening,may,no_wind,cloudy,home,medium,dry,yes,friendly,average
tie,loss,friday,evening,september,no_wind,sunny,away,medium,dry,yes,friendly,average
win,tie,thursday,evening,june,low,sunny,home,medium,dry,no,friendly,average
tie,win,monday,evening,april,high,sunny,away,medium,dry,yes,friendly,average
win,win,friday,evening,january,high,cloudy,home,medium,dry,no,friendly,weak
win,win,saturday,afternoon,june,high,cloudy,away,large,dry,no,friendly,weak
tie,tie,thursday,evening,august,high,rainy,home,medium,dry,no,friendly,strong
tie,win,saturday,afternoon,december,low,cloudy,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,february,low,cloudy,away,medium,dry,yes,competitive,strong
win,win,tuesday,evening,may,high,cloudy,home,medium,dry,no,competitive,weak
win,loss,wednesday,evening,april,no_wind,cloudy,away,small,dry,no,competitive,average
win,win,tuesday,evening,february,low,snowy,home,medium,dry,no,friendly,weak
tie,tie,saturday,afternoon,august,high,cloudy,home,medium,dry,no,competitive,average
tie,tie,tuesday,evening,july,no_wind,sunny,home,medium,dry,yes,friendly,strong
loss,tie,saturday,afternoon,may,high,rainy,home,medium,dry,yes,competitive,weak
tie,tie,wednesday,evening,june,no_wind,sunny,home,medium,dry,no,competitive,strong
tie,win,sunday,evening,april,high,rainy,away,large,wet,no,competitive,average
tie,tie,friday,evening,october,high,sunny,home,medium,dry,no,friendly,strong
win,win,sunday,evening,february,low,rainy,home,medium,dry,yes,competitive,weak
loss,tie,thursday,evening,july,high,rainy,home,medium,dry,yes,competitive,average
tie,tie,saturday,evening,june,low,rainy,away,medium,wet,no,friendly,strong
tie,win,monday,evening,august,low,sunny,home,medium,dry,yes,competitive,average
loss,tie,wednesday,evening,july,high,cloudy,away,large,dry,yes,friendly,strong
tie,tie,sunday,afternoon,may,low,rainy,away,large,wet,yes,friendly,strong
win,win,wednesday,evening,august,no_wind,rainy,home,medium,dry,yes,competitive,weak
win,win,saturday,morning,december,low,snowy,away,medium,wet,no,competitive,weak
win,tie,monday,evening,october,high,cloudy,away,medium,dry,no,friendly,weak
win,tie,thursday,evening,april,no_wind,sunny,away,large,dry,yes,competitive,weak
win,tie,sunday,evening,august,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,tie,friday,evening,january,no_wind,sunny,away,medium,dry,yes,competitive,strong
win,win,sunday,evening,march,high,rainy,away,small,wet,yes,competitive,weak
win,win,wednesday,evening,june,low,cloudy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,april,no_wind,cloudy,away,large,dry,no,competitive,weak
loss,loss,thursday,evening,september,low,cloudy,home,medium,dry,no,competitive,average
win,loss,monday,evening,january,no_wind,sunny,home,medium,dry,no,friendly,weak
win,loss,thursday,evening,march,no_wind,sunny,away,large,dry,no,competitive,average
tie,tie,wednesday,evening,march,high,cloudy,away,medium,dry,yes,friendly,strong
loss,tie,saturday,evening,march,low,sunny,away,elite,dry,no,friendly,average
loss,win,monday,evening,april,high,cloudy,away,medium,dry,yes,competitive,weak
win,win,sunday,afternoon,april,high,cloudy,away,medium,dry,yes,friendly,weak
tie,tie,saturday,afternoon,december,low,sunny,away,small,dry,yes,friendly,strong
win,tie,monday,evening,september,low,cloudy,home,medium,dry,no,competitive,weak
tie,tie,monday,evening,april,high,cloudy,away,medium,dry,no,friendly,average
tie,tie,tuesday,evening,october,no_wind,sunny,away,elite,dry,no,friendly,strong
tie,loss,wednesday,evening,october,high,cloudy,home,medium,dry,no,friendly,strong
win,win,sunday,afternoon,june,low,cloudy,away,large,dry,no,competitive,weak
win,win,monday,evening,april,high,cloudy,away,elite,dry,no,friendly,weak
win,tie,monday,evening,may,high,sunny,away,medium,dry,no,competitive,strong
tie,loss,friday,evening,january,no_wind,snowy,home,medium,dry,no,friendly,strong
win,win,monday,evening,december,high,sunny,home,medium,dry,no,competitive,average
tie,tie,monday,evening,january,no_wind,snowy,away,large,wet,yes,friendly,strong
tie,tie,friday,evening,june,low,sunny,away,elite,dry,yes,friendly,average
win,win,sunday,afternoon,january,no_wind,rainy,away,elite,wet,no,competitive,average
win,loss,monday,evening,june,low,rainy,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,march,high,cloudy,away,large,dry,no,friendly,strong
tie,win,sunday,afternoon,november,high,snowy,away,elite,wet,yes,competitive,weak
tie,tie,saturday,evening,january,low,snowy,away,small,wet,yes,competitive,strong
tie,tie,tuesday,evening,july,high,cloudy,away,medium,dry,yes,competitive,strong
win,win,sunday,afternoon,may,low,rainy,away,medium,wet,yes,competitive,average
win,win,friday,evening,september,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,win,tuesday,evening,july,no_wind,cloudy,home,medium,dry,yes,competitive,average
tie,win,wednesday,evening,december,high,cloudy,home,medium,dry,yes,friendly,average
win,win,monday,evening,november,high,cloudy,away,elite,dry,no,friendly,weak
tie,win,friday,evening,september,no_wind,sunny,away,small,dry,yes,competitive,average
win,win,monday,evening,may,high,sunny,home,medium,dry,yes,competitive,weak
tie,win,thursday,evening,july,high,cloudy,away,elite,dry,yes,friendly,average
tie,win,friday,evening,may,low,cloudy,away,elite,dry,no,competitive,average
tie,tie,monday,evening,december,high,snowy,home,medium,dry,no,friendly,strong
win,tie,saturday,afternoon,june,low,cloudy,away,small,dry,no,friendly,weak
tie,win,monday,evening,february,high,snowy,home,medium,dry,yes,friendly,strong
win,win,tuesday,evening,july,low,sunny,home,medium,dry,no,competitive,weak
tie,tie,thursday,evening,november,no_wind,sunny,away,elite,dry,yes,friendly,strong
tie,tie,thursday,evening,september,high,cloudy,home,medium,dry,no,friendly,strong
tie,tie,saturday,morning,may,high,sunny,home,medium,dry,no,friendly,strong
win,win,wednesday,evening,november,no_wind,sunny,away,large,dry,yes,friendly,weak
win,win,friday,evening,august,no_wind,sunny,away,small,dry,yes,friendly,average
win,win,sunday,evening,april,high,sunny,home,medium,dry,yes,competitive,weak
tie,loss,sunday,afternoon,may,high,rainy,home,medium,dry,no,friendly,average
tie,loss,thursday,evening,april,no_wind,rainy,away,medium,wet,yes,competitive,average
tie,win,wednesday,evening,february,high,cloudy,away,small,dry,no,competitive,strong
loss,tie,monday,evening,november,low,rainy,home,medium,dry,yes,competitive,strong
win,loss,wednesday,evening,april,low,sunny,away,large,dry,no,friendly,average
win,win,sunday,afternoon,july,no_wind,rainy,home,medium,dry,yes,friendly,weak
win,loss,tuesday,evening,january,low,sunny,away,small,dry,no,friendly,weak
tie,loss,monday,evening,june,no_wind,cloudy,away,small,wet,no,friendly,weak
win,win,wednesday,evening,july,low,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,wednesday,evening,september,no_wind,cloudy,away,medium,dry,no,friendly,strong
win,win,tuesday,evening,october,high,rainy,home,medium,dry,no,competitive,weak
loss,tie,wednesday,evening,april,no_wind,sunny,away,small,dry,yes,friendly,average
tie,win,sunday,afternoon,march,high,sunny,away,small,dry,no,competitive,strong
tie,win,saturday,morning,august,no_wind,cloudy,home,medium,dry,yes,friendly,weak
tie,win,tuesday,evening,march,low,sunny,home,medium,dry,no,friendly,strong
loss,win,thursday,evening,july,no_wind,cloudy,home,medium,dry,no,competitive,weak
win,win,monday,evening,february,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,loss,thursday,evening,may,high,cloudy,home,medium,dry,no,competitive,average
tie,tie,wednesday,evening,april,high,rainy,home,medium,dry,no,friendly,strong
tie,win,sunday,evening,august,low,cloudy,away,medium,wet,yes,friendly,strong
win,win,tuesday,evening,march,low,rainy,away,large,wet,no,friendly,weak
loss,loss,tuesday,evening,april,no_wind,sunny,home,medium,dry,no,competitive,average
loss,tie,friday,evening,december,low,sunny,home,medium,dry,yes,friendly,strong
loss,loss,tuesday,evening,june,high,cloudy,away,elite,dry,yes,competitive,average
tie,tie,friday,evening,june,high,sunny,away,medium,dry,yes,competitive,average
tie,tie,friday,evening,october,no_wind,sunny,away,medium,dry,yes,friendly,strong
win,win,friday,evening,february,high,cloudy,home,medium,dry,yes,competitive,weak
tie,tie,friday,evening,january,no_wind,rainy,home,medium,dry,yes,friendly,strong
tie,win,tuesday,evening,june,high,sunny,home,medium,dry,yes,friendly,weak
loss,win,monday,evening,february,high,snowy,home,medium,dry,yes,friendly,weak
tie,loss,monday,evening,march,no_wind,cloudy,home,medium,dry,yes,competitive,average
tie,loss,thursday,evening,june,high,rainy,away,medium,wet,no,competitive,average
win,tie,friday,evening,march,no_wind,cloudy,away,small,dry,no,friendly,strong
tie,tie,thursday,evening,june,high,rainy,home,medium,dry,yes,friendly,average
win,win,friday,evening,june,no_wind,rainy,home,medium,dry,no,competitive,weak
loss,loss,sunday,afternoon,may,low,sunny,away,small,dry,yes,competitive,average
win,win,thursday,evening,march,high,cloudy,home,medium,dry,yes,friendly,weak
win,win,saturday,morning,february,high,sunny,home,medium,dry,no,friendly,weak
tie,tie,thursday,evening,june,high,sunny,away,small,dry,yes,competitive,average
win,win,saturday,afternoon,april,low,sunny,away,elite,wet,yes,friendly,weak
tie,tie,wednesday,evening,march,high,sunny,home,medium,dry,no,competitive,strong
tie,win,sunday,afternoon,november,no_wind,cloudy,away,small,dry,no,friendly,weak
tie,tie,monday,evening,may,low,cloudy,away,large,dry,yes,friendly,weak
win,win,thursday,evening,april,low,rainy,home,medium,dry,yes,competitive,weak
win,tie,friday,evening,september,no_wind,sunny,home,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,february,low,sunny,away,medium,dry,yes,friendly,average
tie,tie,sunday,afternoon,may,no_wind,sunny,home,medium,dry,no,friendly,strong
win,win,friday,evening,january,low,cloudy,away,elite,wet,no,friendly,weak
tie,tie,saturday,afternoon,november,high,cloudy,home,medium,dry,yes,competitive,strong
tie,tie,wednesday,evening,november,no_wind,snowy,home,medium,dry,no,competitive,strong
win,tie,sunday,morning,november,high,sunny,home,medium,dry,no,friendly,average
